#First two columns are conformal time, the other three columns are tau0*tau0*r*Dl*Window1*Window2
#tau1     tau2      D2_integrand      D9_integrand      D42_integrand
10391.3      10391.7      0.000517128      0.000490486      0.000350643
10377.5      10377.9      0.000430315      0.000408539      0.000293922
10363.6      10364      0.000351977      0.000334325      0.000241208
10349.7      10350.1      0.000282188      0.000267999      0.000193008
10335.9      10336.3      0.000223323      0.000212014      0.000152143
10322      10322.4      0.000175851      0.000166913      0.000119511
10308.1      10308.6      0.000137803      0.000130798      9.35782e-05
10294.3      10294.7      0.000107471      0.000102027      7.30429e-05
10280.4      10280.8      8.33845e-05      7.91915e-05      5.68155e-05
10266.6      10267      6.43564e-05      6.11553e-05      4.40316e-05
10252.7      10253.1      4.94279e-05      4.70041e-05      3.40089e-05
10238.8      10239.3      3.77517e-05      3.59328e-05      2.61579e-05
10225      10225.4      2.82854e-05      2.69336e-05      1.9653e-05
10211.1      10211.5      2.07677e-05      1.97722e-05      1.44017e-05
10197.3      10197.7      1.50471e-05      1.43209e-05      1.03955e-05
10183.4      10183.8      1.08363e-05      1.03113e-05      7.46924e-06
10169.5      10169.9      7.75647e-06      7.38065e-06      5.34241e-06
10155.7      10156.1      5.52299e-06      5.25636e-06      3.80732e-06
10141.8      10142.2      3.90872e-06      3.72138e-06      2.7011e-06
10127.9      10128.4      2.74852e-06      2.61819e-06      1.90691e-06
10114.1      10114.5      1.921e-06      1.83122e-06      1.34002e-06
10100.2      10100.6      1.33466e-06      1.27338e-06      9.37318e-07
10086.4      10086.8      9.07679e-07      8.66296e-07      6.38907e-07
10072.5      10072.9      6.04429e-07      5.76787e-07      4.24626e-07
10058.6      10059.1      3.97173e-07      3.78879e-07      2.78027e-07
10044.8      10045.2      2.59151e-07      2.47171e-07      1.81017e-07
10030.9      10031.3      1.67845e-07      1.60085e-07      1.17161e-07
10017      10017.5      1.07983e-07      1.03009e-07      7.54396e-08
10003.2      10003.6      6.90406e-08      6.5883e-08      4.83477e-08
9989.32      9989.76      4.38012e-08      4.18195e-08      3.07911e-08
9975.45      9975.9      2.75679e-08      2.63384e-08      1.94811e-08
9961.59      9962.04      1.7245e-08      1.64894e-08      1.22657e-08
9947.73      9948.17      1.05388e-08      1.00799e-08      7.50953e-09
9933.87      9934.31      6.30171e-09      6.02629e-09      4.48156e-09
9920      9920.45      3.71228e-09      3.54885e-09      2.63102e-09
9906.14      9906.59      2.1721e-09      2.07612e-09      1.53628e-09
9892.28      9892.73      1.2597e-09      1.20404e-09      8.90404e-10
9878.42      9878.87      7.23999e-10      6.92109e-10      5.12175e-10
9864.55      9865.01      4.1353e-10      3.95442e-10      2.93212e-10
9850.69      9851.15      2.34164e-10      2.24032e-10      1.66649e-10
9836.83      9837.29      1.31325e-10      1.25723e-10      9.39328e-11
9822.97      9823.43      7.30217e-11      6.99615e-11      5.25581e-11
9809.1      9809.57      3.96586e-11      3.80048e-11      2.85841e-11
9795.24      9795.71      2.10562e-11      2.01746e-11      1.51466e-11
9781.38      9781.84      1.09855e-11      1.05221e-11      7.87648e-12
9767.52      9767.98      5.69359e-12      5.45254e-12      4.07428e-12
9753.66      9754.12      2.92261e-12      2.79886e-12      2.09019e-12
9739.79      9740.26      1.48401e-12      1.42138e-12      1.06221e-12
9725.93      9726.4      7.46485e-13      7.15203e-13      5.35504e-13
9712.07      9712.54      3.72816e-13      3.57358e-13      2.68405e-13
9698.21      9698.68      1.84074e-13      1.7655e-13      1.33169e-13
9684.34      9684.82      8.97995e-14      8.61934e-14      6.53588e-14
11749.8      11750.1      0      0      0
11736      11736.2      3.09863e-08      2.82183e-08      1.72877e-08
11722.1      11722.4      4.18186e-08      3.80593e-08      2.3167e-08
11708.2      11708.5      5.64781e-08      5.13866e-08      3.11468e-08
11694.4      11694.7      7.62782e-08      6.94068e-08      4.19898e-08
11680.5      11680.8      1.03031e-07      9.37909e-08      5.67737e-08
11666.6      11666.9      1.3932e-07      1.26924e-07      7.70626e-08
11652.8      11653.1      1.88442e-07      1.71864e-07      1.04915e-07
11638.9      11639.2      2.54883e-07      2.32797e-07      1.43201e-07
11625.1      11625.4      3.44835e-07      3.15509e-07      1.95973e-07
11611.2      11611.5      4.64951e-07      4.26116e-07      2.67127e-07
11597.3      11597.6      6.13792e-07      5.62593e-07      3.52209e-07
11583.5      11583.8      8.01047e-07      7.33796e-07      4.56634e-07
11569.6      11569.9      1.04598e-06      9.57895e-07      5.93732e-07
11555.8      11556      1.36569e-06      1.25076e-06      7.73911e-07
11541.9      11542.2      1.78285e-06      1.63345e-06      1.01129e-06
11528      11528.3      2.32778e-06      2.13422e-06      1.32512e-06
11514.2      11514.5      3.0406e-06      2.79063e-06      1.74158e-06
11500.3      11500.6      3.97068e-06      3.64909e-06      2.2939e-06
11486.4      11486.7      5.18339e-06      4.77129e-06      3.02694e-06
11472.6      11472.9      6.73466e-06      6.20833e-06      3.97096e-06
11458.7      11459      8.57315e-06      7.90353e-06      5.04857e-06
11444.9      11445.2      1.07881e-05      9.94019e-06      6.31358e-06
11431      11431.3      1.35707e-05      1.2501e-05      7.91075e-06
11417.1      11417.4      1.70716e-05      1.57269e-05      9.93608e-06
11403.3      11403.6      2.14652e-05      1.97814e-05      1.25051e-05
11389.4      11389.7      2.69781e-05      2.48784e-05      1.57706e-05
11375.5      11375.9      3.39067e-05      3.12981e-05      1.9937e-05
11361.7      11362      4.25971e-05      3.93693e-05      2.52513e-05
11347.8      11348.1      5.34798e-05      4.95009e-05      3.20276e-05
11334      11334.3      6.67111e-05      6.18274e-05      4.02941e-05
11320.1      11320.4      8.1587e-05      7.56189e-05      4.92159e-05
11306.2      11306.6      9.86259e-05      9.13633e-05      5.91478e-05
11292.4      11292.7      0.000119122      0.000110325      7.11754e-05
11278.5      11278.8      0.000143813      0.000133197      8.58058e-05
11264.6      11265      0.000173512      0.000160754      0.000103618
11250.8      11251.1      0.000209175      0.000193912      0.00012532
11236.9      11237.3      0.000251987      0.000233808      0.000151804
11223.1      11223.4      0.000303375      0.00028181      0.000184169
11209.2      11209.5      0.000364872      0.0003394      0.000223645
11195.3      11195.7      0.000435395      0.000405445      0.000268884
11181.5      11181.8      0.000509501      0.000474446      0.000314219
11167.6      11167.9      0.000589266      0.000548446      0.000361402
11153.7      11154.1      0.000680703      0.000633375      0.000416012
11139.9      11140.2      0.000785471      0.000730846      0.00047938
11126      11126.4      0.000905495      0.000842729      0.000553089
11112.2      11112.5      0.00104266      0.000970898      0.000638815
11098.3      11098.6      0.00119913      0.00111746      0.000738509
11084.4      11084.8      0.00137742      0.00128493      0.000854484
11070.6      11070.9      0.00158003      0.00147578      0.000989155
11056.7      11057.1      0.00179576      0.00167887      0.00113164
11042.8      11043.2      0.00200183      0.00187144      0.00125975
11029      11029.3      0.00220504      0.00206032      0.00138034
11015.1      11015.5      0.0024249      0.0022651      0.00151293
11001.3      11001.6      0.0026625      0.00248695      0.00165905
10987.4      10987.8      0.00291886      0.002727      0.00182028
10973.5      10973.9      0.00319483      0.00298626      0.00199823
10959.7      10960      0.00349111      0.00326555      0.00219444
10945.8      10946.2      0.00380808      0.00356541      0.00241029
10931.9      10932.3      0.00414575      0.00388616      0.0026469
10918.1      10918.5      0.00446554      0.00418934      0.00286764
10904.2      10904.6      0.00471912      0.00442699      0.00302623
10890.4      10890.7      0.00492596      0.00461877      0.00314327
10876.5      10876.9      0.00513079      0.00480955      0.00326378
10862.6      10863      0.00533308      0.00499908      0.00338846
10848.8      10849.2      0.00553184      0.0051866      0.00351764
10834.9      10835.3      0.00572546      0.00537059      0.00365103
10821.1      10821.4      0.00591306      0.0055504      0.00378863
10807.2      10807.6      0.0060927      0.00572437      0.00392962
10793.3      10793.7      0.00626185      0.00588997      0.00407239
10779.5      10779.8      0.0063575      0.00598443      0.00415555
10765.6      10766      0.00633413      0.00596211      0.0041345
10751.7      10752.1      0.00623144      0.00586283      0.00404844
10737.9      10738.3      0.00611312      0.0057502      0.00395994
10724      10724.4      0.00598115      0.00562607      0.00387025
10710.2      10710.5      0.00583655      0.00549133      0.00377976
10696.3      10696.7      0.00567967      0.00534612      0.00368818
10682.4      10682.8      0.00551131      0.00519116      0.00359526
10668.6      10669      0.0053325      0.00502717      0.00350068
10654.7      10655.1      0.00514339      0.00485416      0.00340341
10640.8      10641.2      0.00489265      0.0046205      0.00325172
10627      10627.4      0.00456774      0.00431347      0.00303151
10613.1      10613.5      0.00420893      0.00397296      0.00278099
10599.3      10599.7      0.00386506      0.00364761      0.00254671
10585.4      10585.8      0.00353732      0.00333834      0.00232844
10571.5      10571.9      0.00322663      0.00304577      0.00212565
10557.7      10558.1      0.00293324      0.00277001      0.00193744
10543.8      10544.2      0.0026571      0.00251083      0.00176277
10529.9      10530.4      0.00239827      0.00226814      0.00160073
10516.1      10516.5      0.00215644      0.00204149      0.00145027
10502.2      10502.6      0.00190918      0.00180843      0.00128884
10488.4      10488.8      0.00165896      0.00157131      0.00111835
10474.5      10474.9      0.00142195      0.0013463      0.000954548
10460.6      10461.1      0.00121379      0.00114897      0.000812679
10446.8      10447.2      0.00103192      0.000976804      0.000690262
10432.9      10433.3      0.000873697      0.000827192      0.000584893
10419      10419.5      0.000736628      0.000697698      0.000494384
10405.2      10405.6      0.000618438      0.000586104      0.000416817
10391.3      10391.7      0.000516957      0.000490311      0.000350449
10377.5      10377.9      0.000430124      0.000408344      0.00029371
10363.6      10364      0.000351747      0.000334092      0.000240963
10349.7      10350.2      0.000282356      0.000268164      0.000193157
10335.9      10336.3      0.000223431      0.00021212      0.000152235
10322      10322.4      0.000175914      0.000166975      0.000119562
10308.1      10308.6      0.000137835      0.000130829      9.36005e-05
10294.3      10294.7      0.000107482      0.000102037      7.30465e-05
10280.4      10280.9      8.33826e-05      7.91886e-05      5.68075e-05
10266.6      10267      6.43467e-05      6.11448e-05      4.40171e-05
10252.7      10253.1      4.94138e-05      4.69893e-05      3.39911e-05
10238.8      10239.3      3.77362e-05      3.59168e-05      2.61396e-05
10225      10225.4      2.82689e-05      2.69167e-05      1.96344e-05
10211.1      10211.6      2.07829e-05      1.97872e-05      1.44149e-05
10197.2      10197.7      1.50563e-05      1.43298e-05      1.04032e-05
10183.4      10183.8      1.08416e-05      1.03164e-05      7.47336e-06
10169.5      10170      7.75921e-06      7.38325e-06      5.34432e-06
10155.7      10156.1      5.52411e-06      5.25738e-06      3.80785e-06
10141.8      10142.3      3.90898e-06      3.72157e-06      2.70093e-06
10127.9      10128.4      2.74833e-06      2.61794e-06      1.90641e-06
10114.1      10114.5      1.92057e-06      1.83075e-06      1.33939e-06
10100.2      10100.7      1.33419e-06      1.27288e-06      9.367e-07
10086.3      10086.8      9.07235e-07      8.65835e-07      6.38364e-07
10072.5      10073      6.04981e-07      5.77327e-07      4.25096e-07
10058.6      10059.1      3.97476e-07      3.79173e-07      2.78275e-07
10044.8      10045.2      2.59314e-07      2.47328e-07      1.81144e-07
10030.9      10031.4      1.67927e-07      1.60164e-07      1.17218e-07
10017      10017.5      1.08018e-07      1.03041e-07      7.54587e-08
10003.2      10003.7      6.90526e-08      6.58935e-08      4.83497e-08
9989.31      9989.79      4.38026e-08      4.18199e-08      3.07859e-08
9975.45      9975.93      2.7565e-08      2.63348e-08      1.94739e-08
9961.59      9962.07      1.72402e-08      1.64842e-08      1.22584e-08
9947.73      9948.21      1.05349e-08      1.00757e-08      7.50403e-09
9933.86      9934.35      6.3087e-09      6.0331e-09      4.48742e-09
9920      9920.49      3.71574e-09      3.55222e-09      2.63384e-09
9906.14      9906.63      2.17383e-09      2.07778e-09      1.53761e-09
9892.28      9892.76      1.26052e-09      1.20482e-09      8.90985e-10
9878.42      9878.9      7.24366e-10      6.92455e-10      5.124e-10
9864.55      9865.04      4.13657e-10      3.95558e-10      2.93262e-10
9850.69      9851.18      2.34202e-10      2.24062e-10      1.66642e-10
9836.83      9837.32      1.31327e-10      1.25722e-10      9.39092e-11
9822.97      9823.46      7.30088e-11      6.99465e-11      5.25315e-11
9809.1      9809.6      3.96496e-11      3.79946e-11      2.85673e-11
9795.24      9795.74      2.10842e-11      2.0202e-11      1.51698e-11
9781.38      9781.88      1.09987e-11      1.05349e-11      7.88703e-12
9767.52      9768.02      5.6992e-12      5.45796e-12      4.07858e-12
9753.66      9754.16      2.92507e-12      2.80121e-12      2.09195e-12
9739.79      9740.3      1.48504e-12      1.42236e-12      1.06287e-12
9725.93      9726.44      7.46831e-13      7.15523e-13      5.35674e-13
9712.07      9712.58      3.72934e-13      3.57463e-13      2.68432e-13
9698.21      9698.71      1.84107e-13      1.76575e-13      1.33155e-13
9684.34      9684.85      8.98034e-14      8.61938e-14      6.53393e-14
11749.8      11750.1      0      0      0
11736      11736.2      3.09849e-08      2.82169e-08      1.72864e-08
11722.1      11722.4      4.18167e-08      3.80574e-08      2.31653e-08
11708.2      11708.5      5.64753e-08      5.13838e-08      3.11443e-08
11694.4      11694.7      7.6274e-08      6.94027e-08      4.19861e-08
11680.5      11680.8      1.03025e-07      9.37844e-08      5.67679e-08
11666.6      11666.9      1.3931e-07      1.26914e-07      7.70533e-08
11652.8      11653.1      1.88425e-07      1.71848e-07      1.049e-07
11638.9      11639.2      2.54856e-07      2.32771e-07      1.43177e-07
11625.1      11625.4      3.44792e-07      3.15466e-07      1.95934e-07
11611.2      11611.5      4.6466e-07      4.25827e-07      2.66851e-07
11597.3      11597.6      6.13781e-07      5.62583e-07      3.52205e-07
11583.5      11583.8      8.01021e-07      7.33773e-07      4.56619e-07
11569.6      11569.9      1.04593e-06      9.57846e-07      5.93697e-07
11555.7      11556.1      1.3656e-06      1.25067e-06      7.7384e-07
11541.9      11542.2      1.78269e-06      1.6333e-06      1.01116e-06
11528      11528.3      2.32751e-06      2.13395e-06      1.3249e-06
11514.2      11514.5      3.04016e-06      2.7902e-06      1.7412e-06
11500.3      11500.6      3.96999e-06      3.64842e-06      2.2933e-06
11486.4      11486.8      5.18234e-06      4.77025e-06      3.026e-06
11472.6      11472.9      6.7301e-06      6.2038e-06      3.96665e-06
11458.7      11459      8.57327e-06      7.90367e-06      5.04884e-06
11444.8      11445.2      1.0788e-05      9.9401e-06      6.31365e-06
11431      11431.3      1.35702e-05      1.25004e-05      7.91045e-06
11417.1      11417.5      1.70703e-05      1.57256e-05      9.93517e-06
11403.3      11403.6      2.14628e-05      1.97791e-05      1.25032e-05
11389.4      11389.7      2.69741e-05      2.48745e-05      1.57672e-05
11375.5      11375.9      3.39002e-05      3.12918e-05      1.99314e-05
11361.7      11362      4.25871e-05      3.93595e-05      2.52425e-05
11347.8      11348.2      5.34649e-05      4.94863e-05      3.20143e-05
11333.9      11334.3      6.66629e-05      6.17795e-05      4.02486e-05
11320.1      11320.4      8.15912e-05      7.56235e-05      4.92218e-05
11306.2      11306.6      9.86273e-05      9.13651e-05      5.91514e-05
11292.4      11292.7      0.000119119      0.000110322      7.11748e-05
11278.5      11278.9      0.000143802      0.000133186      8.57985e-05
11264.6      11265      0.00017349      0.000160733      0.000103601
11250.8      11251.1      0.000209138      0.000193876      0.000125289
11236.9      11237.3      0.000251929      0.000233751      0.000151753
11223      11223.4      0.000303288      0.000281724      0.000184091
11209.2      11209.5      0.000364747      0.000339276      0.000223531
11195.3      11195.7      0.000435065      0.000405117      0.000268572
11181.5      11181.8      0.000509551      0.000474499      0.00031428
11167.6      11168      0.000589294      0.000548476      0.000361443
11153.7      11154.1      0.000680698      0.000633373      0.000416022
11139.9      11140.2      0.000785418      0.000730796      0.000479345
11126      11126.4      0.000905377      0.000842615      0.000552993
11112.2      11112.5      0.00104246      0.000970698      0.000638637
11098.3      11098.7      0.00119881      0.00111715      0.000738226
11084.4      11084.8      0.00137697      0.00128448      0.000854065
11070.6      11070.9      0.0015794      0.00147516      0.000988568
11056.7      11057.1      0.00179436      0.00167747      0.0011303
11042.8      11043.2      0.00200214      0.00187176      0.00126009
11029      11029.4      0.00220524      0.00206053      0.00138058
11015.1      11015.5      0.00242495      0.00226517      0.00151303
11001.3      11001.6      0.00266237      0.00248682      0.00165896
10987.4      10987.8      0.00291849      0.00272664      0.00181997
10973.5      10973.9      0.00319418      0.00298562      0.00199764
10959.7      10960.1      0.00349012      0.00326457      0.00219352
10945.8      10946.2      0.00380669      0.00356403      0.00240898
10931.9      10932.3      0.00414391      0.00388433      0.00264515
10918.1      10918.5      0.00446197      0.00418578      0.0028642
10904.2      10904.6      0.00472017      0.00442804      0.00302731
10890.4      10890.8      0.00492668      0.0046195      0.00314402
10876.5      10876.9      0.00513113      0.00480989      0.00326415
10862.6      10863      0.00533297      0.00499898      0.00338839
10848.8      10849.2      0.00553123      0.005186      0.00351708
10834.9      10835.3      0.00572432      0.00536945      0.00364994
10821      10821.5      0.00591132      0.00554868      0.00378696
10807.2      10807.6      0.00609034      0.00572202      0.00392733
10793.3      10793.7      0.00625885      0.00588698      0.00406946
10779.5      10779.9      0.00635241      0.00597935      0.00415056
10765.6      10766      0.00633603      0.00596401      0.00413637
10751.7      10752.2      0.00623277      0.00586415      0.00404973
10737.9      10738.3      0.00611386      0.00575093      0.00396064
10724      10724.4      0.00598129      0.00562619      0.00387035
10710.1      10710.6      0.00583608      0.00549086      0.00377927
10696.3      10696.7      0.00567863      0.00534508      0.00368711
10682.4      10682.8      0.00550972      0.00518956      0.00359365
10668.6      10669      0.00533039      0.00502506      0.00349856
10654.7      10655.1      0.00514082      0.00485158      0.00340082
10640.8      10641.3      0.0048888      0.00461664      0.00324787
10627      10627.4      0.00456954      0.00431527      0.00303321
10613.1      10613.5      0.00421018      0.00397419      0.00278213
10599.2      10599.7      0.0038658      0.00364833      0.00254736
10585.4      10585.8      0.00353761      0.00333861      0.00232863
10571.5      10572      0.00322652      0.00304564      0.00212546
10557.7      10558.1      0.0029328      0.00276955      0.00193693
10543.8      10544.2      0.00265639      0.00251011      0.00176199
10529.9      10530.4      0.00239734      0.0022672      0.00159975
10516.1      10516.5      0.00215536      0.0020404      0.00144914
10502.2      10502.7      0.00190774      0.00180698      0.00128735
10488.4      10488.8      0.0016598      0.00157214      0.00111912
10474.5      10474.9      0.00142251      0.00134685      0.000955044
10460.6      10461.1      0.00121412      0.0011493      0.000812959
10446.8      10447.2      0.00103208      0.000976956      0.000690372
10432.9      10433.4      0.000873721      0.000827209      0.000584876
10419      10419.5      0.000736555      0.000697619      0.000494274
10405.2      10405.6      0.000618295      0.000585956      0.000416644
10391.3      10391.8      0.000516772      0.000490121      0.000350238
10377.5      10377.9      0.000429916      0.000408132      0.000293481
10363.6      10364.1      0.0003515      0.000333841      0.000240698
10349.7      10350.2      0.000282535      0.000268341      0.000193316
10335.9      10336.3      0.000223546      0.000212232      0.000152333
10322      10322.5      0.000175982      0.000167041      0.000119617
10308.1      10308.6      0.000137869      0.000130861      9.36242e-05
10294.3      10294.8      0.000107494      0.000102048      7.30501e-05
10280.4      10280.9      8.33803e-05      7.91852e-05      5.67986e-05
10266.6      10267      6.43361e-05      6.11333e-05      4.40012e-05
10252.7      10253.2      4.93984e-05      4.69732e-05      3.39718e-05
10238.8      10239.3      3.77193e-05      3.58995e-05      2.61197e-05
10225      10225.5      2.82511e-05      2.68986e-05      1.96144e-05
10211.1      10211.6      2.07992e-05      1.98031e-05      1.4429e-05
10197.2      10197.7      1.50662e-05      1.43394e-05      1.04114e-05
10183.4      10183.9      1.08472e-05      1.03218e-05      7.47777e-06
10169.5      10170      7.76213e-06      7.38604e-06      5.34635e-06
10155.7      10156.2      5.52529e-06      5.25847e-06      3.80842e-06
10141.8      10142.3      3.90924e-06      3.72176e-06      2.70074e-06
10127.9      10128.4      2.74811e-06      2.61767e-06      1.90587e-06
10114.1      10114.6      1.92011e-06      1.83025e-06      1.3387e-06
10100.2      10100.7      1.33367e-06      1.27234e-06      9.36031e-07
10086.3      10086.8      9.06756e-07      8.65338e-07      6.37777e-07
10072.5      10073      6.05574e-07      5.77907e-07      4.256e-07
10058.6      10059.1      3.978e-07      3.79489e-07      2.78543e-07
10044.8      10045.3      2.59488e-07      2.47497e-07      1.81279e-07
10030.9      10031.4      1.68015e-07      1.60247e-07      1.1728e-07
10017      10017.5      1.08054e-07      1.03075e-07      7.54792e-08
10003.2      10003.7      6.90655e-08      6.59047e-08      4.83518e-08
9989.31      9989.82      4.38041e-08      4.18202e-08      3.07803e-08
9975.45      9975.96      2.75618e-08      2.63309e-08      1.94662e-08
9961.59      9962.1      1.7235e-08      1.64786e-08      1.22505e-08
9947.73      9948.24      1.05307e-08      1.00712e-08      7.4981e-09
9933.86      9934.38      6.3162e-09      6.04043e-09      4.49371e-09
9920      9920.52      3.71947e-09      3.55584e-09      2.63687e-09
9906.14      9906.66      2.17568e-09      2.07957e-09      1.53904e-09
9892.28      9892.8      1.2614e-09      1.20566e-09      8.91609e-10
9878.41      9878.94      7.24761e-10      6.92826e-10      5.12641e-10
9864.55      9865.08      4.13793e-10      3.95681e-10      2.93315e-10
9850.69      9851.22      2.34242e-10      2.24095e-10      1.66633e-10
9836.83      9837.36      1.3133e-10      1.2572e-10      9.38835e-11
9822.97      9823.5      7.29948e-11      6.99302e-11      5.25027e-11
9809.1      9809.64      3.96398e-11      3.79835e-11      2.85492e-11
9795.24      9795.78      2.11144e-11      2.02314e-11      1.51948e-11
9781.38      9781.92      1.10129e-11      1.05487e-11      7.89838e-12
9767.52      9768.06      5.70524e-12      5.46379e-12      4.08322e-12
9753.65      9754.2      2.92771e-12      2.80374e-12      2.09383e-12
9739.79      9740.33      1.48615e-12      1.42341e-12      1.06358e-12
9725.93      9726.47      7.47203e-13      7.15867e-13      5.35857e-13
9712.07      9712.61      3.7306e-13      3.57574e-13      2.68461e-13
9698.21      9698.75      1.84141e-13      1.76602e-13      1.33139e-13
9684.34      9684.89      8.98075e-14      8.6194e-14      6.53182e-14
11749.8      11750.1      0      0      0
11735.9      11736.3      3.09833e-08      2.82153e-08      1.72849e-08
11722.1      11722.4      4.18144e-08      3.80552e-08      2.31632e-08
11708.2      11708.5      5.64721e-08      5.13806e-08      3.11414e-08
11694.4      11694.7      7.62691e-08      6.93979e-08      4.19818e-08
11680.5      11680.8      1.03017e-07      9.3777e-08      5.67612e-08
11666.6      11667      1.39298e-07      1.26902e-07      7.70428e-08
11652.8      11653.1      1.88406e-07      1.71829e-07      1.04883e-07
11638.9      11639.2      2.54826e-07      2.32741e-07      1.43151e-07
11625      11625.4      3.44744e-07      3.15419e-07      1.95891e-07
11611.2      11611.5      4.64347e-07      4.25515e-07      2.66553e-07
11597.3      11597.7      6.13766e-07      5.6257e-07      3.52199e-07
11583.5      11583.8      8.0099e-07      7.33745e-07      4.566e-07
11569.6      11569.9      1.04587e-06      9.57789e-07      5.93654e-07
11555.7      11556.1      1.36549e-06      1.25057e-06      7.73757e-07
11541.9      11542.2      1.78251e-06      1.63312e-06      1.01101e-06
11528      11528.4      2.3272e-06      2.13366e-06      1.32464e-06
11514.1      11514.5      3.03968e-06      2.78973e-06      1.74079e-06
11500.3      11500.6      3.96923e-06      3.64768e-06      2.29263e-06
11486.4      11486.8      5.18118e-06      4.76911e-06      3.02497e-06
11472.6      11472.9      6.72518e-06      6.19891e-06      3.962e-06
11458.7      11459.1      8.57335e-06      7.90379e-06      5.04909e-06
11444.8      11445.2      1.07878e-05      9.93996e-06      6.31369e-06
11431      11431.3      1.35695e-05      1.24998e-05      7.91007e-06
11417.1      11417.5      1.70688e-05      1.57242e-05      9.93412e-06
11403.2      11403.6      2.14601e-05      1.97765e-05      1.2501e-05
11389.4      11389.8      2.69696e-05      2.48701e-05      1.57635e-05
11375.5      11375.9      3.38931e-05      3.12848e-05      1.99252e-05
11361.7      11362      4.25762e-05      3.93488e-05      2.52328e-05
11347.8      11348.2      5.34487e-05      4.94704e-05      3.19997e-05
11333.9      11334.3      6.66109e-05      6.17279e-05      4.01996e-05
11320.1      11320.5      8.15954e-05      7.5628e-05      4.92279e-05
11306.2      11306.6      9.86283e-05      9.13666e-05      5.91547e-05
11292.4      11292.7      0.000119114      0.000110318      7.11735e-05
11278.5      11278.9      0.00014379      0.000133175      8.57899e-05
11264.6      11265      0.000173466      0.000160709      0.000103582
11250.8      11251.1      0.000209098      0.000193836      0.000125254
11236.9      11237.3      0.000251865      0.000233688      0.000151697
11223      11223.4      0.000303193      0.00028163      0.000184006
11209.2      11209.6      0.000364611      0.000339141      0.000223407
11195.3      11195.7      0.00043471      0.000404764      0.000268235
11181.5      11181.8      0.000509603      0.000474553      0.000314342
11167.6      11168      0.000589322      0.000548507      0.000361484
11153.7      11154.1      0.000680689      0.000633367      0.00041603
11139.9      11140.3      0.000785357      0.000730738      0.000479304
11126      11126.4      0.000905246      0.000842488      0.000552886
11112.1      11112.5      0.00104223      0.000970479      0.000638442
11098.3      11098.7      0.00119847      0.00111681      0.000737916
11084.4      11084.8      0.00137647      0.00128399      0.000853609
11070.6      11071      0.00157871      0.00147448      0.000987929
11056.7      11057.1      0.00179284      0.00167596      0.00112885
11042.8      11043.2      0.00200247      0.00187209      0.00126044
11029      11029.4      0.00220545      0.00206074      0.00138082
11015.1      11015.5      0.002425      0.00226522      0.00151312
11001.2      11001.7      0.00266222      0.00248668      0.00165886
10987.4      10987.8      0.00291809      0.00272624      0.00181962
10973.5      10973.9      0.00319347      0.00298491      0.00199699
10959.7      10960.1      0.00348904      0.0032635      0.00219252
10945.8      10946.2      0.00380517      0.00356253      0.00240755
10931.9      10932.4      0.00414191      0.00388234      0.00264324
10918.1      10918.5      0.00445813      0.00418195      0.00286049
10904.2      10904.6      0.00472127      0.00442916      0.00302845
10890.3      10890.8      0.00492743      0.00462026      0.00314481
10876.5      10876.9      0.00513147      0.00481024      0.00326453
10862.6      10863.1      0.00533283      0.00499885      0.0033883
10848.8      10849.2      0.00553055      0.00518533      0.00351646
10834.9      10835.3      0.00572306      0.0053682      0.00364874
10821      10821.5      0.00590943      0.00554679      0.00378513
10807.2      10807.6      0.00608778      0.00571947      0.00392484
10793.3      10793.8      0.0062556      0.00588373      0.00406629
10779.5      10779.9      0.00634692      0.00597387      0.0041452
10765.6      10766      0.00633806      0.00596603      0.00413835
10751.7      10752.2      0.00623417      0.00586554      0.00405109
10737.9      10738.3      0.00611462      0.00575169      0.00396136
10724      10724.5      0.0059814      0.0056263      0.00387043
10710.1      10710.6      0.00583556      0.00549033      0.00377871
10696.3      10696.7      0.00567749      0.00534393      0.00368593
10682.4      10682.9      0.00550799      0.00518782      0.00359188
10668.6      10669      0.00532811      0.00502277      0.00349625
10654.7      10655.2      0.00513804      0.00484879      0.00339802
10640.8      10641.3      0.00488466      0.00461248      0.00324372
10627      10627.4      0.00457147      0.00431717      0.00303502
10613.1      10613.6      0.0042115      0.00397549      0.00278334
10599.2      10599.7      0.00386657      0.00364909      0.00254803
10585.4      10585.9      0.00353789      0.00333888      0.00232883
10571.5      10572      0.00322639      0.00304549      0.00212524
10557.7      10558.1      0.00293231      0.00276905      0.00193636
10543.8      10544.3      0.00265561      0.00250932      0.00176114
10529.9      10530.4      0.00239634      0.00226619      0.00159868
10516.1      10516.6      0.00215419      0.00203922      0.00144792
10502.2      10502.7      0.00190618      0.00180541      0.00128575
10488.3      10488.8      0.00166069      0.00157302      0.00111994
10474.5      10475      0.00142311      0.00134744      0.000955572
10460.6      10461.1      0.00121448      0.00114965      0.000813255
10446.8      10447.3      0.00103224      0.000977114      0.000690487
10432.9      10433.4      0.000873745      0.000827225      0.000584853
10419      10419.5      0.000736473      0.00069753      0.000494153
10405.2      10405.7      0.00061814      0.000585795      0.000416455
10391.3      10391.8      0.000516571      0.000489915      0.000350009
10377.5      10377.9      0.00042969      0.000407902      0.000293233
10363.6      10364.1      0.000351233      0.000333571      0.000240414
10349.7      10350.2      0.000282727      0.00026853      0.000193486
