#First two columns are conformal time, the other three columns are tau0*tau0*r*Dl*Window1*Window2
#tau1     tau2      D2_integrand      D9_integrand      D42_integrand
11387.4      10366.9      -4.47405e-07      7.7022e-08      -2.99356e-09
11378.9      10355.4      -4.37004e-07      7.38423e-08      -3.38549e-09
11370.5      10343.8      -4.22983e-07      7.32572e-08      -9.08087e-10
11362      10332.2      -4.09791e-07      7.09652e-08      2.03603e-10
11353.6      10320.7      -3.9598e-07      6.63081e-08      2.85194e-10
11345.1      10309.1      -3.7969e-07      6.38601e-08      1.95827e-09
11336.6      10297.5      -3.64419e-07      5.9729e-08      2.27413e-09
11328.2      10285.9      -3.49173e-07      5.59039e-08      2.37779e-09
11319.7      10274.4      -3.3123e-07      5.38142e-08      4.93766e-09
11311.3      10262.8      -3.16088e-07      4.90663e-08      4.0282e-09
11302.8      10251.2      -2.97791e-07      4.64702e-08      5.20011e-09
11294.3      10239.7      -2.80899e-07      4.24968e-08      4.87193e-09
11285.9      10228.1      -2.64119e-07      3.82036e-08      4.0476e-09
11277.4      10216.5      -2.46134e-07      3.58404e-08      4.63841e-09
11268.9      10205      -2.3036e-07      3.13907e-08      3.07002e-09
11260.5      10193.4      -2.12962e-07      2.95113e-08      3.20489e-09
11252      10181.8      -1.96582e-07      2.69827e-08      2.80527e-09
11243.6      10170.3      -1.80962e-07      2.44707e-08      1.91484e-09
11235.1      10158.7      -1.64712e-07      2.2842e-08      2.28974e-09
11226.6      10147.1      -1.50097e-07      2.08224e-08      1.8642e-09
11218.2      10135.5      -1.3584e-07      1.90165e-08      1.64055e-09
11209.7      10124      -1.22026e-07      1.79524e-08      2.02794e-09
11201.3      10112.4      -1.10073e-07      1.57469e-08      1.26345e-09
11192.8      10100.8      -9.79749e-08      1.47464e-08      1.45348e-09
11184.3      10089.3      -8.73511e-08      1.30757e-08      1.10306e-09
11175.9      10077.7      -7.74813e-08      1.17055e-08      8.86875e-10
11167.4      10066.1      -6.80749e-08      1.05699e-08      1.05716e-09
11159      10054.6      -6.01314e-08      9.06803e-09      5.80696e-10
11150.5      10043      -5.25416e-08      8.0871e-09      5.01944e-10
11142      10031.4      -4.59887e-08      6.96808e-09      1.49942e-10
11133.6      10019.9      -4.00431e-08      5.85809e-09      -1.94723e-10
11125.1      10008.3      -3.45266e-08      5.12699e-09      -3.42779e-10
11116.6      9996.71      -2.97489e-08      4.30477e-09      -5.97275e-10
11108.2      9985.14      -2.54512e-08      3.72697e-09      -6.95159e-10
11099.7      9973.58      -2.15318e-08      3.30418e-09      -5.8494e-10
11091.3      9962.01      -1.82471e-08      2.80733e-09      -6.31613e-10
11082.8      9950.44      -1.5188e-08      2.53406e-09      -4.54672e-10
11074.3      9938.87      -1.27005e-08      2.17688e-09      -4.14309e-10
11065.9      9927.3      -1.0522e-08      1.90189e-09      -3.24548e-10
11057.4      9915.73      -8.67292e-09      1.66364e-09      -2.28449e-10
11049      9904.16      -7.15974e-09      1.38518e-09      -1.9346e-10
11040.5      9892.59      -5.84943e-09      1.19718e-09      -1.17666e-10
11032      9881.02      -4.77517e-09      9.9495e-10      -7.89236e-11
11023.6      9869.45      -3.88138e-09      8.16096e-10      -5.48495e-11
11015.1      9857.88      -3.1226e-09      6.80152e-10      -1.1452e-11
11006.7      9846.31      -2.52509e-09      5.45864e-10      -4.22318e-12
10998.2      9834.74      -2.01918e-09      4.44098e-10      1.34729e-11
10989.7      9823.17      -1.60919e-09      3.58222e-10      2.3552e-11
10981.3      9811.61      -1.28556e-09      2.74848e-10      1.87659e-11
10972.8      9800.04      -1.0135e-09      2.18985e-10      2.35548e-11
10964.4      9788.47      -8.03518e-10      1.64643e-10      1.73053e-11
10955.9      9776.9      -6.29486e-10      1.26365e-10      1.56778e-11
10947.4      9765.33      -4.90874e-10      9.57406e-11      1.46023e-11
10939      9753.76      -3.82754e-10      7.07413e-11      1.06041e-11
10930.5      9742.19      -2.94669e-10      5.37578e-11      9.25493e-12
10922      9730.62      -2.26495e-10      3.94048e-11      6.56598e-12
10913.6      9719.05      -1.73207e-10      2.85397e-11      4.58835e-12
10905.1      9707.48      -1.31043e-10      2.13363e-11      3.69786e-12
10896.7      9695.91      -9.9407e-11      1.48956e-11      1.97776e-12
10888.2      9684.34      -7.43832e-11      1.09932e-11      1.38276e-12
12119.1      11430.2      0      0      0
12110.3      11418.5      -6.05887e-11      1.45606e-12      1.08557e-12
12101.5      11406.8      -7.52907e-11      1.64686e-12      9.09411e-13
12092.8      11395.1      -9.30535e-11      2.08902e-12      8.30316e-13
12084      11383.4      -1.14534e-10      2.85539e-12      8.51145e-13
12075.2      11371.6      -1.41106e-10      3.23821e-12      1.24261e-13
12066.5      11359.9      -1.72498e-10      4.92221e-12      -1.19972e-13
12057.7      11348.2      -2.10954e-10      6.7525e-12      -8.67344e-13
12048.9      11336.5      -2.57636e-10      9.05939e-12      -2.12444e-12
12040.2      11324.8      -3.12738e-10      1.34041e-11      -2.58065e-12
12031.4      11313.1      -3.80396e-10      1.7749e-11      -4.27734e-12
12022.6      11301.3      -4.60866e-10      2.34803e-11      -6.62847e-12
12013.9      11289.6      -5.54785e-10      3.25506e-11      -7.58529e-12
12005.1      11277.9      -6.72018e-10      4.07919e-11      -1.31476e-11
11996.3      11266.2      -8.07787e-10      5.45587e-11      -1.55943e-11
11987.6      11254.5      -9.71801e-10      7.12984e-11      -1.86816e-11
11978.8      11242.8      -1.16911e-09      8.76313e-11      -2.54871e-11
11970      11231      -1.39672e-09      1.16022e-10      -2.42649e-11
11961.3      11219.3      -1.67206e-09      1.44978e-10      -2.72613e-11
11952.5      11207.6      -1.99881e-09      1.77617e-10      -3.14655e-11
11943.7      11195.9      -2.37479e-09      2.25421e-10      -2.50465e-11
11935      11184.2      -2.83504e-09      2.67336e-10      -2.75647e-11
11926.2      11172.4      -3.37356e-09      3.25729e-10      -2.07782e-11
11917.4      11160.7      -4.00191e-09      3.91174e-10      -3.19647e-12
11908.7      11149      -4.76443e-09      4.44218e-10      -9.71162e-12
11899.9      11137.3      -5.62638e-09      5.2907e-10      1.5416e-11
11891.1      11125.6      -6.65601e-09      6.10058e-10      3.62605e-11
11882.4      11113.9      -7.87463e-09      6.81843e-10      3.90573e-11
11873.6      11102.1      -9.25091e-09      8.02255e-10      9.06951e-11
11864.8      11090.4      -1.08919e-08      8.8703e-10      1.09634e-10
11856.1      11078.7      -1.27697e-08      9.81006e-10      1.37652e-10
11847.3      11067      -1.48985e-08      1.15118e-09      2.15024e-10
11838.5      11055.3      -1.74712e-08      1.21215e-09      1.71648e-10
11829.8      11043.6      -2.03451e-08      1.37678e-09      1.83946e-10
11821      11031.8      -2.36483e-08      1.53951e-09      1.84486e-10
11812.2      11020.1      -2.75193e-08      1.64882e-09      7.79326e-11
11803.5      11008.4      -3.17344e-08      1.88576e-09      1.19916e-10
11794.7      10996.7      -3.65752e-08      2.09481e-09      1.05307e-10
11785.9      10985      -4.20646e-08      2.36009e-09      2.23055e-11
11777.2      10973.3      -4.80011e-08      2.93198e-09      2.40425e-10
11768.4      10961.5      -5.49731e-08      3.32391e-09      2.03011e-10
11759.6      10949.8      -6.24636e-08      3.9223e-09      4.33331e-10
11750.9      10938.1      -7.07588e-08      4.65853e-09      8.18927e-10
11742.1      10926.4      -8.03193e-08      5.15615e-09      1.01002e-09
11733.3      10914.7      -9.06788e-08      6.01922e-09      1.48944e-09
11724.6      10902.9      -1.02289e-07      6.67984e-09      1.9042e-09
11715.8      10891.2      -1.15739e-07      6.87091e-09      1.67302e-09
11707      10879.5      -1.29567e-07      8.02649e-09      2.35575e-09
11698.3      10867.8      -1.45624e-07      8.20752e-09      2.25124e-09
11689.5      10856.1      -1.6275e-07      8.79023e-09      2.05329e-09
11680.8      10844.4      -1.80919e-07      9.74318e-09      2.04018e-09
11672      10832.6      -2.01407e-07      1.02194e-08      9.74913e-10
11663.2      10820.9      -2.22664e-07      1.15067e-08      3.05925e-10
11654.5      10809.2      -2.45293e-07      1.32291e-08      -2.65281e-10
11645.7      10797.5      -2.70221e-07      1.38679e-08      -2.23462e-09
11636.9      10785.8      -2.94465e-07      1.64251e-08      -2.50953e-09
11628.2      10774.1      -3.2092e-07      1.82267e-08      -4.10928e-09
11619.4      10762.3      -3.48134e-07      2.0781e-08      -5.51728e-09
11610.6      10750.6      -3.75068e-07      2.50967e-08      -5.8859e-09
11601.9      10738.9      -4.04065e-07      2.85178e-08      -7.30309e-09
11593.1      10727.2      -4.33713e-07      3.32437e-08      -8.77174e-09
11584.3      10715.5      -4.60814e-07      4.02616e-08      -6.81626e-09
11575.6      10703.8      -4.93847e-07      4.28424e-08      -1.00623e-08
11566.8      10692      -5.22373e-07      4.97876e-08      -9.05507e-09
11558      10680.3      -5.54124e-07      5.50703e-08      -9.74539e-09
11549.3      10668.6      -5.86582e-07      6.02322e-08      -1.10109e-08
11540.5      10656.9      -6.16268e-07      6.72768e-08      -9.25619e-09
11531.7      10645.2      -6.47588e-07      7.21523e-08      -8.83224e-09
11523      10633.4      -6.79258e-07      7.66508e-08      -8.6137e-09
11514.2      10621.7      -7.07287e-07      8.49803e-08      -3.7381e-09
11505.4      10610      -7.39354e-07      8.72146e-08      -3.24823e-09
11496.7      10598.3      -7.6725e-07      9.30557e-08      9.39858e-12
11487.9      10586.6      -7.95144e-07      9.633e-08      2.4922e-09
11479.1      10574.9      -8.24735e-07      9.59938e-08      2.5865e-09
11470.4      10563.1      -8.4924e-07      9.83735e-08      6.34933e-09
11461.6      10551.4      -8.73909e-07      9.81207e-08      9.19225e-09
11452.8      10539.7      -9.00991e-07      9.37245e-08      6.8747e-09
11444.1      10528      -9.16732e-07      9.6721e-08      1.43947e-08
11435.3      10516.3      -9.40006e-07      9.13324e-08      1.23449e-08
11426.5      10504.6      -9.53295e-07      9.0442e-08      1.62814e-08
11417.8      10492.8      -9.64277e-07      8.87405e-08      1.96056e-08
11409      10481.1      -9.75665e-07      8.24568e-08      1.87364e-08
11400.2      10469.4      -9.80971e-07      8.00039e-08      2.00693e-08
11391.5      10457.7      -9.81614e-07      7.74342e-08      2.26866e-08
11382.7      10446      -9.85384e-07      6.91137e-08      1.79705e-08
11373.9      10434.3      -9.77807e-07      6.87358e-08      2.00941e-08
11365.2      10422.5      -9.72518e-07      6.20882e-08      1.70628e-08
11356.4      10410.8      -9.617e-07      5.8092e-08      1.51065e-08
11347.6      10399.1      -9.43353e-07      5.73205e-08      1.72027e-08
11338.9      10387.4      -9.27541e-07      5.27672e-08      1.33452e-08
11330.1      10375.7      -9.05761e-07      5.17608e-08      1.19375e-08
11321.3      10364      -8.78169e-07      5.22624e-08      1.30606e-08
11312.6      10352.2      -8.5411e-07      4.53652e-08      6.6015e-09
11303.8      10340.5      -8.2046e-07      4.61655e-08      7.24465e-09
11295      10328.8      -7.91406e-07      4.23778e-08      2.20015e-09
11286.3      10317.1      -7.59899e-07      3.9e-08      -1.6468e-09
11277.5      10305.4      -7.2392e-07      4.01294e-08      -2.42876e-09
11268.7      10293.6      -6.89234e-07      3.76632e-08      -6.2963e-09
11260      10281.9      -6.52888e-07      3.60098e-08      -9.87504e-09
11251.2      10270.2      -6.11661e-07      3.76898e-08      -8.54571e-09
11242.4      10258.5      -5.75459e-07      3.52445e-08      -1.17561e-08
11233.7      10246.8      -5.34493e-07      3.7147e-08      -1.02069e-08
11224.9      10235.1      -4.95976e-07      3.76426e-08      -9.76083e-09
11216.1      10223.3      -4.59825e-07      3.64131e-08      -1.12189e-08
11207.4      10211.6      -4.21956e-07      3.74088e-08      -9.40159e-09
11198.6      10199.9      -3.87249e-07      3.59061e-08      -9.27464e-09
11189.8      10188.2      -3.5413e-07      3.40398e-08      -8.98078e-09
11181.1      10176.5      -3.20694e-07      3.43843e-08      -6.49155e-09
11172.3      10164.8      -2.91285e-07      3.18037e-08      -6.24515e-09
11163.5      10153      -2.62127e-07      3.09279e-08      -4.5424e-09
11154.8      10141.3      -2.34746e-07      2.97933e-08      -2.84846e-09
11146      10129.6      -2.10801e-07      2.70015e-08      -2.71128e-09
11137.2      10117.9      -1.87321e-07      2.54393e-08      -1.29063e-09
11128.5      10106.2      -1.66099e-07      2.30197e-08      -3.5024e-10
11119.7      10094.5      -1.47408e-07      2.02886e-08      -2.02474e-10
11110.9      10082.7      -1.29323e-07      1.87754e-08      9.47391e-10
11102.2      10071      -1.14205e-07      1.61082e-08      6.89983e-10
11093.4      10059.3      -9.98967e-08      1.38861e-08      8.28301e-10
11084.7      10047.6      -8.67848e-08      1.2228e-08      1.1879e-09
11075.9      10035.9      -7.55806e-08      1.01539e-08      8.75323e-10
11067.1      10024.1      -6.51355e-08      8.79538e-09      1.0566e-09
11058.4      10012.4      -5.59368e-08      7.49135e-09      1.12769e-09
11049.6      10000.7      -4.8022e-08      6.07754e-09      8.65005e-10
11040.8      9988.99      -4.07724e-08      5.17859e-09      8.64934e-10
11032.1      9977.28      -3.46251e-08      4.18873e-09      6.71589e-10
11023.3      9965.56      -2.93119e-08      3.36087e-09      4.39701e-10
11014.5      9953.84      -2.45142e-08      2.82047e-09      4.46246e-10
11005.8      9942.13      -2.05619e-08      2.20818e-09      2.72284e-10
10997      9930.41      -1.70702e-08      1.80199e-09      2.22457e-10
10988.2      9918.69      -1.40725e-08      1.4758e-09      1.88821e-10
10979.5      9906.97      -1.15894e-08      1.1356e-09      9.61087e-11
10970.7      9895.26      -9.41952e-09      9.43541e-10      9.96769e-11
10961.9      9883.54      -7.64153e-09      7.71252e-10      8.27897e-11
10953.2      9871.82      -6.18765e-09      6.01106e-10      4.38982e-11
10944.4      9860.1      -4.94315e-09      5.07164e-10      5.60658e-11
10935.6      9848.39      -3.9545e-09      3.88327e-10      3.19228e-11
10926.9      9836.67      -3.13908e-09      3.0849e-10      2.28815e-11
10918.1      9824.95      -2.47187e-09      2.51795e-10      2.65693e-11
10909.3      9813.23      -1.94692e-09      1.90181e-10      1.52059e-11
10900.6      9801.52      -1.51735e-09      1.49398e-10      1.42166e-11
10891.8      9789.8      -1.17616e-09      1.17391e-10      1.26072e-11
10883      9778.08      -9.14089e-10      8.5608e-11      2.94935e-12
10874.3      9766.37      -6.99782e-10      6.6603e-11      3.02036e-12
10865.5      9754.65      -5.3688e-10      4.76533e-11      -1.86852e-12
10856.7      9742.93      -4.08634e-10      3.42275e-11      -4.43794e-12
10848      9731.21      -3.08225e-10      2.61722e-11      -4.40005e-12
10839.2      9719.5      -2.32302e-10      1.87966e-11      -5.05533e-12
10830.4      9707.78      -1.73671e-10      1.37428e-11      -4.96569e-12
10821.7      9696.06      -1.27821e-10      1.07614e-11      -3.50324e-12
10812.9      9684.34      -9.42901e-11      7.50704e-12      -3.34686e-12
12091.6      11451      0      0      0
12082.5      11439.2      -8.09816e-11      2.06098e-12      -8.63568e-14
12073.4      11427.3      -1.01115e-10      2.53145e-12      3.2207e-13
12064.4      11415.5      -1.26144e-10      2.80263e-12      8.61524e-13
12055.3      11403.6      -1.5676e-10      3.4822e-12      2.30326e-12
12046.3      11391.7      -1.95295e-10      3.10033e-12      3.26675e-12
12037.2      11379.9      -2.42415e-10      3.11525e-12      5.02514e-12
12028.1      11368      -2.99984e-10      3.483e-12      7.849e-12
12019.1      11356.2      -3.72561e-10      1.40277e-12      9.66135e-12
12010      11344.3      -4.60647e-10      1.2332e-13      1.29027e-11
12001      11332.5      -5.68023e-10      -3.21239e-12      1.66309e-11
11991.9      11320.6      -7.00388e-10      -9.70421e-12      1.89364e-11
11982.8      11308.7      -8.58006e-10      -1.45011e-11      2.3239e-11
11973.8      11296.9      -1.04796e-09      -1.99786e-11      2.98585e-11
11964.7      11285      -1.28429e-09      -3.23572e-11      2.99744e-11
11955.7      11273.2      -1.5595e-09      -4.01131e-11      3.71644e-11
11946.6      11261.3      -1.89758e-09      -5.76735e-11      3.78716e-11
11937.6      11249.5      -2.30267e-09      -7.82026e-11      3.47619e-11
11928.5      11237.6      -2.77481e-09      -9.31664e-11      3.89128e-11
11919.4      11225.7      -3.33721e-09      -1.1306e-10      3.95657e-11
11910.4      11213.9      -4.01336e-09      -1.41429e-10      2.18472e-11
