#k_size_bessel = 25000
#tau_size_selection = 50
#Gaussian z1=1, z2= 1.5 (1e-06)
#rsd-rsd
#tau1      tau2         l(l+1)Dl(tau1,tau2)
#l = 64
12427.7     11970.5      -5.5386e-06
12427.7     12061.9      4.68398e-06
12427.7     12153.4      1.16693e-05
12427.7     12244.8      0.00012885
12427.7     12336.2      -0.000583927
12427.7     12427.7      0.0402444
12427.7     12519.1      -0.00039325
12427.7     12610.6      0.000110068
12427.7     12702      5.4374e-05
12427.7     12793.5      -3.92166e-06
12427.7     12884.9      -7.52816e-06
12427.7     12976.4      -1.33117e-05
12427.7     13067.8      5.68297e-06
12427.7     13159.3      7.387e-06
12427.7     13250.7      2.21162e-06
12427.7     13342.1      -1.10336e-06
12427.7     13433.6      7.46738e-07
12427.7     13525      -5.4518e-07
12427.7     13616.5      -5.16449e-07
12427.7     13707.9      -5.37512e-07
12427.7     13799.4      -1.83738e-08
12427.7     13890.8      1.42995e-07
12427.7     13982.3      -8.95918e-08
12427.7     14073.7      5.59483e-08
12427.7     14165.2      2.44373
12519.1     9684.33      1.09246e-08
12519.1     9775.78      -2.47418e-07
12519.1     9867.22      9.65133e-08
12519.1     9958.67      1.97812e-07
12519.1     10050.1      -1.50153e-07
12519.1     10141.6      5.23823e-07
12519.1     10233      -1.94734e-07
12519.1     10324.5      -3.04597e-07
12519.1     10415.9      7.58538e-07
12519.1     10507.3      7.50783e-07
12519.1     10598.8      1.64663e-07
12519.1     10690.2      5.97542e-08
12519.1     10781.7      3.08998e-07
12519.1     10873.1      -2.1197e-09
12519.1     10964.6      2.2357e-06
12519.1     11056      7.62288e-07
12519.1     11147.5      -9.06983e-07
12519.1     11238.9      7.66437e-07
12519.1     11330.3      7.66593e-07
12519.1     11421.8      1.71319e-06
12519.1     11513.2      3.53966e-06
12519.1     11604.7      -2.72555e-06
12519.1     11696.1      4.72805e-08
12519.1     11787.6      5.62696e-06
12519.1     11879      2.66018e-06
12519.1     11970.5      1.26762e-05
12519.1     12061.9      -9.75443e-06
12519.1     12153.4      4.27237e-06
12519.1     12244.8      2.24457e-05
12519.1     12336.2      0.000120561
12519.1     12427.7      -0.00039325
12519.1     12519.1      0.0429756
12519.1     12610.6      -0.000181179
12519.1     12702      9.9309e-05
12519.1     12793.5      6.13893e-05
12519.1     12884.9      1.53985e-06
12519.1     12976.4      -7.95439e-06
12519.1     13067.8      2.47786e-06
12519.1     13159.3      9.93337e-07
12519.1     13250.7      5.80274e-07
12519.1     13342.1      -2.88059e-06
12519.1     13433.6      2.18466e-06
12519.1     13525      -8.25126e-07
12519.1     13616.5      2.13775e-07
12519.1     13707.9      8.15649e-07
12519.1     13799.4      3.61877e-07
12519.1     13890.8      -9.15645e-08
12519.1     13982.3      8.093e-08
12519.1     14073.7      -6.05826e-08
12519.1     14165.2      -3.59481
12610.6     9684.33      4.09847e-08
12610.6     9775.78      2.78369e-07
12610.6     9867.22      -2.42661e-07
12610.6     9958.67      4.30998e-08
12610.6     10050.1      4.54508e-07
12610.6     10141.6      1.60488e-07
12610.6     10233      9.47148e-08
12610.6     10324.5      2.23092e-07
12610.6     10415.9      -1.3482e-08
12610.6     10507.3      3.26007e-07
12610.6     10598.8      9.13296e-07
12610.6     10690.2      3.1636e-08
12610.6     10781.7      -2.05527e-07
12610.6     10873.1      8.42488e-07
12610.6     10964.6      1.39678e-07
12610.6     11056      8.40006e-07
12610.6     11147.5      8.52112e-07
12610.6     11238.9      -8.39299e-07
12610.6     11330.3      4.72529e-07
12610.6     11421.8      1.21551e-06
12610.6     11513.2      -4.15542e-08
12610.6     11604.7      1.90145e-06
12610.6     11696.1      -1.43431e-06
12610.6     11787.6      -1.17935e-06
12610.6     11879      5.82969e-06
12610.6     11970.5      1.29256e-06
12610.6     12061.9      1.20532e-05
12610.6     12153.4      -9.65735e-06
12610.6     12244.8      1.37461e-06
12610.6     12336.2      3.73018e-05
12610.6     12427.7      0.000110068
12610.6     12519.1      -0.000181179
12610.6     12610.6      0.0459649
12610.6     12702      4.39013e-05
12610.6     12793.5      9.274e-05
12610.6     12884.9      5.03429e-05
12610.6     12976.4      4.58192e-06
12610.6     13067.8      5.13446e-06
12610.6     13159.3      1.31986e-05
12610.6     13250.7      -3.74055e-06
12610.6     13342.1      -5.89703e-06
12610.6     13433.6      1.90791e-07
12610.6     13525      -1.22369e-06
12610.6     13616.5      1.91072e-06
12610.6     13707.9      1.93199e-07
12610.6     13799.4      3.59614e-08
12610.6     13890.8      1.32895e-07
12610.6     13982.3      -5.33351e-08
12610.6     14073.7      9.71238e-08
12610.6     14165.2      4.82869
12702     9684.33      1.05871e-07
12702     9775.78      2.41761e-07
12702     9867.22      1.7229e-07
12702     9958.67      -1.49387e-07
12702     10050.1      2.47948e-07
12702     10141.6      7.62558e-08
12702     10233      2.53087e-07
12702     10324.5      1.07302e-07
12702     10415.9      -9.22777e-08
12702     10507.3      3.11139e-07
12702     10598.8      -2.20326e-07
12702     10690.2      2.71225e-07
12702     10781.7      -2.8036e-07
12702     10873.1      9.70545e-08
12702     10964.6      4.26722e-07
12702     11056      -5.05207e-07
12702     11147.5      2.57846e-07
12702     11238.9      -9.56615e-07
12702     11330.3      6.29365e-08
12702     11421.8      4.70424e-07
12702     11513.2      -1.35621e-06
12702     11604.7      2.17052e-07
12702     11696.1      -2.53919e-06
12702     11787.6      -8.11448e-08
12702     11879      -1.04139e-06
12702     11970.5      8.23733e-07
12702     12061.9      1.16244e-06
12702     12153.4      4.32755e-06
12702     12244.8      -5.88015e-06
12702     12336.2      -3.34855e-06
12702     12427.7      5.4374e-05
12702     12519.1      9.9309e-05
12702     12610.6      4.39013e-05
12702     12702      0.0492364
12702     12793.5      0.000267929
12702     12884.9      8.69165e-05
12702     12976.4      2.54005e-05
12702     13067.8      3.5138e-06
12702     13159.3      1.20874e-05
12702     13250.7      6.86315e-06
12702     13342.1      4.71279e-06
12702     13433.6      2.33812e-07
12702     13525      -5.98179e-07
12702     13616.5      7.59241e-08
12702     13707.9      1.49531e-06
12702     13799.4      -7.70534e-08
12702     13890.8      -2.18169e-07
12702     13982.3      -3.58689e-09
12702     14073.7      -1.05634e-07
12702     14165.2      -6.11906
12793.5     9684.33      5.86653e-08
12793.5     9775.78      9.42771e-08
12793.5     9867.22      1.55448e-07
12793.5     9958.67      -6.75554e-08
12793.5     10050.1      4.00075e-08
12793.5     10141.6      3.51402e-07
12793.5     10233      -3.08647e-07
12793.5     10324.5      -3.2508e-07
12793.5     10415.9      4.96401e-08
12793.5     10507.3      -6.78044e-08
12793.5     10598.8      3.88904e-08
12793.5     10690.2      -2.25076e-07
12793.5     10781.7      -3.42795e-07
12793.5     10873.1      -1.00508e-06
12793.5     10964.6      1.91733e-07
12793.5     11056      6.51888e-07
12793.5     11147.5      -1.30862e-06
12793.5     11238.9      2.43242e-08
12793.5     11330.3      -1.58133e-06
12793.5     11421.8      -3.78792e-07
12793.5     11513.2      9.37367e-07
12793.5     11604.7      -2.22536e-06
12793.5     11696.1      -9.92814e-07
12793.5     11787.6      -3.85696e-06
12793.5     11879      -1.05558e-06
12793.5     11970.5      6.31629e-07
12793.5     12061.9      -4.99294e-06
12793.5     12153.4      -1.2495e-06
12793.5     12244.8      -6.02243e-06
12793.5     12336.2      -3.44877e-06
12793.5     12427.7      -3.92166e-06
12793.5     12519.1      6.13893e-05
12793.5     12610.6      9.274e-05
12793.5     12702      0.000267929
12793.5     12793.5      0.052861
12793.5     12884.9      0.000479263
12793.5     12976.4      7.47457e-05
12793.5     13067.8      -1.56244e-05
12793.5     13159.3      1.23166e-07
12793.5     13250.7      -2.61977e-06
12793.5     13342.1      -7.20511e-06
12793.5     13433.6      -2.16959e-06
12793.5     13525      2.78213e-06
12793.5     13616.5      6.69149e-07
12793.5     13707.9      3.32115e-07
12793.5     13799.4      6.65278e-07
12793.5     13890.8      -2.33692e-07
12793.5     13982.3      5.74098e-10
12793.5     14073.7      1.0417e-07
12793.5     14165.2      7.46797
12884.9     9684.33      1.13631e-07
12884.9     9775.78      -7.54828e-09
12884.9     9867.22      -2.44104e-07
12884.9     9958.67      -4.52108e-08
12884.9     10050.1      -1.18644e-07
12884.9     10141.6      1.09713e-08
12884.9     10233      -5.3409e-08
12884.9     10324.5      -2.44492e-08
12884.9     10415.9      -4.06867e-08
12884.9     10507.3      -3.05261e-07
12884.9     10598.8      -8.1159e-08
12884.9     10690.2      5.3857e-08
12884.9     10781.7      1.12117e-07
12884.9     10873.1      -8.72689e-08
12884.9     10964.6      -3.09707e-07
12884.9     11056      1.97491e-07
12884.9     11147.5      4.49415e-07
12884.9     11238.9      -3.29224e-07
12884.9     11330.3      2.00654e-07
12884.9     11421.8      2.67614e-07
12884.9     11513.2      4.875e-07
12884.9     11604.7      3.41691e-07
12884.9     11696.1      -1.27268e-06
12884.9     11787.6      1.37789e-06
12884.9     11879      -1.95206e-06
12884.9     11970.5      -2.69514e-07
12884.9     12061.9      1.00552e-06
12884.9     12153.4      -7.09458e-06
12884.9     12244.8      -3.60116e-06
12884.9     12336.2      -1.38554e-05
12884.9     12427.7      -7.52816e-06
12884.9     12519.1      1.53985e-06
12884.9     12610.6      5.03429e-05
12884.9     12702      8.69165e-05
12884.9     12793.5      0.000479263
12884.9     12884.9      0.0569034
12884.9     12976.4      0.000652595
12884.9     13067.8      4.50305e-05
12884.9     13159.3      -5.13103e-05
12884.9     13250.7      -7.36476e-06
12884.9     13342.1      1.03624e-06
12884.9     13433.6      -3.42287e-06
12884.9     13525      2.42685e-06
12884.9     13616.5      -1.35084e-07
12884.9     13707.9      -1.31242e-08
12884.9     13799.4      2.54592e-07
12884.9     13890.8      -3.83429e-09
12884.9     13982.3      5.5727e-08
12884.9     14073.7      -1.56965e-07
12884.9     14165.2      -8.73091
12976.4     9684.33      -3.39466e-08
12976.4     9775.78      -8.4169e-08
12976.4     9867.22      -1.9091e-07
12976.4     9958.67      -7.61962e-08
12976.4     10050.1      -1.20815e-07
12976.4     10141.6      1.80184e-07
12976.4     10233      1.7075e-07
12976.4     10324.5      -1.56623e-07
12976.4     10415.9      7.24715e-08
12976.4     10507.3      -9.37902e-08
12976.4     10598.8      4.28883e-07
12976.4     10690.2      3.72914e-07
12976.4     10781.7      -1.71168e-08
12976.4     10873.1      3.34473e-07
12976.4     10964.6      -2.00723e-07
12976.4     11056      8.74588e-07
12976.4     11147.5      6.23865e-07
12976.4     11238.9      2.01911e-07
12976.4     11330.3      8.24551e-07
12976.4     11421.8      5.79563e-08
12976.4     11513.2      1.77475e-06
12976.4     11604.7      1.43567e-06
12976.4     11696.1      7.66697e-07
12976.4     11787.6      1.06529e-06
12976.4     11879      1.91696e-06
12976.4     11970.5      3.76004e-06
12976.4     12061.9      3.09945e-06
12976.4     12153.4      -8.7933e-07
12976.4     12244.8      -5.00003e-06
12976.4     12336.2      -3.93639e-07
12976.4     12427.7      -1.33117e-05
12976.4     12519.1      -7.95439e-06
12976.4     12610.6      4.58192e-06
12976.4     12702      2.54005e-05
12976.4     12793.5      7.47457e-05
12976.4     12884.9      0.000652595
12976.4     12976.4      0.0614276
12976.4     13067.8      0.000755429
12976.4     13159.3      1.59993e-05
12976.4     13250.7      -5.06396e-05
12976.4     13342.1      3.58512e-06
12976.4     13433.6      2.29734e-06
12976.4     13525      8.2364e-06
12976.4     13616.5      -1.2893e-06
12976.4     13707.9      -1.69445e-06
12976.4     13799.4      -9.59734e-07
12976.4     13890.8      4.13393e-09
12976.4     13982.3      -1.26225e-07
12976.4     14073.7      1.4038e-07
12976.4     14165.2      9.89483
13067.8     9684.33      -1.325e-08
13067.8     9775.78      2.6594e-08
13067.8     9867.22      -5.14833e-08
13067.8     9958.67      -1.28645e-07
13067.8     10050.1      2.78977e-07
13067.8     10141.6      3.34554e-08
13067.8     10233      7.8745e-08
13067.8     10324.5      -6.41153e-08
13067.8     10415.9      -3.1325e-07
13067.8     10507.3      1.02351e-07
13067.8     10598.8      -3.96966e-07
13067.8     10690.2      -2.73981e-07
13067.8     10781.7      -3.73594e-07
13067.8     10873.1      -5.0861e-07
13067.8     10964.6      4.38109e-07
13067.8     11056      -4.66197e-07
13067.8     11147.5      -2.57366e-07
13067.8     11238.9      -8.19292e-07
13067.8     11330.3      -9.40523e-07
13067.8     11421.8      5.46925e-07
13067.8     11513.2      -1.53945e-06
13067.8     11604.7      -2.12879e-07
13067.8     11696.1      -8.28529e-07
13067.8     11787.6      -1.0847e-07
13067.8     11879      2.34623e-06
13067.8     11970.5      -3.82718e-07
13067.8     12061.9      2.10562e-06
13067.8     12153.4      5.04923e-07
13067.8     12244.8      2.14602e-07
13067.8     12336.2      2.11254e-06
13067.8     12427.7      5.68297e-06
13067.8     12519.1      2.47786e-06
13067.8     12610.6      5.13446e-06
13067.8     12702      3.5138e-06
13067.8     12793.5      -1.56244e-05
13067.8     12884.9      4.50305e-05
13067.8     12976.4      0.000755429
13067.8     13067.8      0.0665647
13067.8     13159.3      0.000741316
13067.8     13250.7      1.15349e-05
13067.8     13342.1      4.34604e-06
13067.8     13433.6      -3.64522e-08
13067.8     13525      -1.95139e-06
13067.8     13616.5      -8.55353e-06
13067.8     13707.9      -2.18008e-06
13067.8     13799.4      5.89107e-08
13067.8     13890.8      -5.92782e-07
13067.8     13982.3      7.34912e-08
13067.8     14073.7      -1.25051e-07
13067.8     14165.2      -10.9026
13159.3     9684.33      1.61615e-09
13159.3     9775.78      -3.39172e-08
13159.3     9867.22      -1.25793e-07
13159.3     9958.67      -1.65074e-07
13159.3     10050.1      8.65418e-08
13159.3     10141.6      -1.21073e-07
13159.3     10233      -1.12745e-09
13159.3     10324.5      -2.04637e-07
13159.3     10415.9      -8.61188e-08
13159.3     10507.3      2.0115e-07
13159.3     10598.8      -2.52754e-07
13159.3     10690.2      8.56255e-08
13159.3     10781.7      -2.76764e-07
13159.3     10873.1      1.54866e-07
13159.3     10964.6      3.00468e-07
13159.3     11056      -3.39946e-07
13159.3     11147.5      1.07722e-07
13159.3     11238.9      -2.74297e-07
13159.3     11330.3      5.4302e-07
13159.3     11421.8      4.55292e-07
13159.3     11513.2      -2.55313e-07
13159.3     11604.7      -4.63856e-07
13159.3     11696.1      -5.04373e-07
13159.3     11787.6      2.7524e-07
13159.3     11879      1.3382e-06
13159.3     11970.5      4.25249e-07
13159.3     12061.9      -1.73029e-06
13159.3     12153.4      -1.22114e-06
13159.3     12244.8      -4.02824e-06
13159.3     12336.2      -4.30739e-07
13159.3     12427.7      7.387e-06
13159.3     12519.1      9.93337e-07
13159.3     12610.6      1.31986e-05
13159.3     12702      1.20874e-05
13159.3     12793.5      1.23166e-07
13159.3     12884.9      -5.13103e-05
13159.3     12976.4      1.59993e-05
13159.3     13067.8      0.000741316
13159.3     13159.3      0.0724063
13159.3     13250.7      0.000581019
13159.3     13342.1      2.84298e-05
13159.3     13433.6      4.67925e-05
13159.3     13525      -1.58538e-06
13159.3     13616.5      -5.76496e-06
13159.3     13707.9      2.90579e-06
13159.3     13799.4      9.69606e-07
13159.3     13890.8      1.80293e-07
13159.3     13982.3      9.7034e-08
13159.3     14073.7      2.0159e-07
13159.3     14165.2      11.6852
13250.7     9684.33      -8.44728e-09
13250.7     9775.78      -2.28199e-09
13250.7     9867.22      2.04257e-08
13250.7     9958.67      3.43104e-08
13250.7     10050.1      1.87233e-07
13250.7     10141.6      1.16244e-07
13250.7     10233      1.31978e-07
13250.7     10324.5      5.75098e-08
13250.7     10415.9      2.85788e-08
13250.7     10507.3      2.0297e-09
13250.7     10598.8      -1.19566e-07
13250.7     10690.2      -5.57956e-08
13250.7     10781.7      4.29527e-08
13250.7     10873.1      9.60783e-08
13250.7     10964.6      2.26489e-07
13250.7     11056      1.20341e-07
13250.7     11147.5      2.65026e-07
13250.7     11238.9      5.5192e-07
13250.7     11330.3      2.82026e-07
13250.7     11421.8      2.70225e-07
13250.7     11513.2      -6.30993e-07
13250.7     11604.7      -4.76256e-07
13250.7     11696.1      6.21199e-08
13250.7     11787.6      -4.48192e-07
13250.7     11879      1.17229e-07
13250.7     11970.5      -1.3745e-06
13250.7     12061.9      -2.87268e-06
13250.7     12153.4      5.62985e-07
13250.7     12244.8      -3.05193e-06
13250.7     12336.2      7.28697e-07
13250.7     12427.7      2.21162e-06
13250.7     12519.1      5.80274e-07
13250.7     12610.6      -3.74055e-06
13250.7     12702      6.86315e-06
13250.7     12793.5      -2.61977e-06
13250.7     12884.9      -7.36476e-06
13250.7     12976.4      -5.06396e-05
13250.7     13067.8      1.15349e-05
13250.7     13159.3      0.000581019
13250.7     13250.7      0.0791044
13250.7     13342.1      0.000327949
13250.7     13433.6      3.31682e-06
13250.7     13525      -2.00389e-06
13250.7     13616.5      4.57336e-06
13250.7     13707.9      -2.56986e-06
13250.7     13799.4      1.26235e-06
13250.7     13890.8      -7.22332e-07
13250.7     13982.3      -2.12641e-07
13250.7     14073.7      -8.75613e-08
13250.7     14165.2      -11.9597
13342.1     9684.33      -1.29912e-07
13342.1     9775.78      -4.31154e-08
13342.1     9867.22      1.30895e-07
13342.1     9958.67      -1.66073e-07
13342.1     10050.1      -2.31653e-08
13342.1     10141.6      -1.51653e-07
13342.1     10233      5.65204e-08
13342.1     10324.5      1.69189e-07
13342.1     10415.9      -2.71508e-07
13342.1     10507.3      -3.73016e-08
13342.1     10598.8      -1.97988e-07
13342.1     10690.2      2.07886e-07
13342.1     10781.7      1.61188e-07
13342.1     10873.1      -4.34278e-07
13342.1     10964.6      8.90485e-09
13342.1     11056      -1.81984e-07
13342.1     11147.5      5.2105e-07
13342.1     11238.9      2.45215e-07
13342.1     11330.3      -5.56299e-07
13342.1     11421.8      1.24238e-07
13342.1     11513.2      -2.72053e-07
13342.1     11604.7      1.0135e-06
13342.1     11696.1      7.74473e-07
13342.1     11787.6      -8.60405e-07
13342.1     11879      8.09406e-07
13342.1     11970.5      -7.16539e-07
13342.1     12061.9      4.28252e-07
13342.1     12153.4      1.55238e-06
13342.1     12244.8      -8.78967e-07
13342.1     12336.2      4.23331e-07
13342.1     12427.7      -1.10336e-06
13342.1     12519.1      -2.88059e-06
13342.1     12610.6      -5.89703e-06
13342.1     12702      4.71279e-06
13342.1     12793.5      -7.20511e-06
13342.1     12884.9      1.03624e-06
13342.1     12976.4      3.58512e-06
13342.1     13067.8      4.34604e-06
13342.1     13159.3      2.84298e-05
13342.1     13250.7      0.000327949
13342.1     13342.1      0.0868864
13342.1     13433.6      9.17931e-05
13342.1     13525      9.62297e-07
13342.1     13616.5      -2.07742e-05
13342.1     13707.9      -2.05983e-08
13342.1     13799.4      5.00878e-07
13342.1     13890.8      7.03614e-07
13342.1     13982.3      3.39462e-07
13342.1     14073.7      2.01638e-07
13342.1     14165.2      11.7866
13433.6     9684.33      3.51895e-08
13433.6     9775.78      -6.75034e-08
13433.6     9867.22      3.3917e-08
13433.6     9958.67      -8.59925e-08
13433.6     10050.1      4.38363e-08
13433.6     10141.6      4.89558e-08
13433.6     10233      -4.93144e-08
13433.6     10324.5      3.43457e-08
13433.6     10415.9      -4.23416e-08
13433.6     10507.3      6.98835e-08
13433.6     10598.8      -6.05493e-08
13433.6     10690.2      -5.08236e-08
13433.6     10781.7      -1.52913e-07
13433.6     10873.1      -2.61462e-08
13433.6     10964.6      1.18104e-07
13433.6     11056      -1.61948e-07
13433.6     11147.5      -1.67881e-08
13433.6     11238.9      -4.06931e-07
13433.6     11330.3      -2.78499e-07
13433.6     11421.8      1.72739e-07
13433.6     11513.2      -4.03041e-07
13433.6     11604.7      5.89229e-08
13433.6     11696.1      2.41692e-07
13433.6     11787.6      -7.32232e-07
13433.6     11879      8.54253e-07
13433.6     11970.5      -1.03433e-06
13433.6     12061.9      1.50114e-07
13433.6     12153.4      -1.23481e-08
13433.6     12244.8      1.11547e-06
13433.6     12336.2      2.39269e-08
13433.6     12427.7      7.46738e-07
13433.6     12519.1      2.18466e-06
13433.6     12610.6      1.90791e-07
13433.6     12702      2.33812e-07
13433.6     12793.5      -2.16959e-06
13433.6     12884.9      -3.42287e-06
13433.6     12976.4      2.29734e-06
13433.6     13067.8      -3.64522e-08
13433.6     13159.3      4.67925e-05
13433.6     13250.7      3.31682e-06
13433.6     13342.1      9.17931e-05
13433.6     13433.6      0.0960682
13433.6     13525      9.12273e-05
13433.6     13616.5      -2.62262e-06
13433.6     13707.9      1.45505e-05
13433.6     13799.4      -6.36726e-07
13433.6     13890.8      -3.15284e-07
13433.6     13982.3      -4.24332e-07
13433.6     14073.7      -2.71427e-07
13433.6     14165.2      -10.6698
13525     9684.33      -2.02099e-08
13525     9775.78      2.08626e-08
13525     9867.22      -2.68265e-08
13525     9958.67      7.83181e-09
13525     10050.1      1.47162e-08
13525     10141.6      -4.11954e-08
13525     10233      -8.13486e-09
13525     10324.5      -4.71128e-08
13525     10415.9      1.82289e-08
13525     10507.3      -6.19678e-09
13525     10598.8      4.93856e-08
13525     10690.2      -8.93595e-08
13525     10781.7      -1.85017e-08
13525     10873.1      1.33478e-07
13525     10964.6      -1.11452e-08
13525     11056      2.43682e-07
13525     11147.5      -1.13224e-07
13525     11238.9      7.8415e-08
13525     11330.3      7.43572e-10
13525     11421.8      2.00727e-07
13525     11513.2      1.69083e-07
13525     11604.7      -1.49491e-07
13525     11696.1      3.62368e-07
13525     11787.6      -3.85576e-07
13525     11879      4.2642e-07
13525     11970.5      -4.26491e-07
13525     12061.9      7.09419e-07
13525     12153.4      -6.56903e-08
13525     12244.8      3.35162e-07
13525     12336.2      -8.76689e-07
13525     12427.7      -5.4518e-07
13525     12519.1      -8.25126e-07
13525     12610.6      -1.22369e-06
13525     12702      -5.98179e-07
13525     12793.5      2.78213e-06
13525     12884.9      2.42685e-06
13525     12976.4      8.2364e-06
13525     13067.8      -1.95139e-06
13525     13159.3      -1.58538e-06
13525     13250.7      -2.00389e-06
13525     13342.1      9.62297e-07
13525     13433.6      9.12273e-05
13525     13525      0.107254
13525     13616.5      0.000242333
13525     13707.9      4.28641e-06
13525     13799.4      9.77664e-06
13525     13890.8      4.68169e-07
13525     13982.3      4.99261e-07
13525     14073.7      -5.00459e-08
13525     14165.2      8.2711
13616.5     9684.33      -1.20243e-08
13616.5     9775.78      6.62823e-09
13616.5     9867.22      8.62485e-09
13616.5     9958.67      3.29613e-08
13616.5     10050.1      5.76987e-08
13616.5     10141.6      4.75032e-08
13616.5     10233      3.75251e-08
13616.5     10324.5      2.60684e-09
13616.5     10415.9      2.64621e-08
13616.5     10507.3      1.16838e-07
13616.5     10598.8      9.00121e-08
13616.5     10690.2      1.41094e-07
13616.5     10781.7      3.67942e-08
13616.5     10873.1      3.06196e-08
13616.5     10964.6      8.57862e-09
13616.5     11056      1.31987e-07
13616.5     11147.5      8.70327e-08
13616.5     11238.9      1.44715e-07
13616.5     11330.3      1.69939e-07
13616.5     11421.8      -6.9803e-08
13616.5     11513.2      1.70842e-07
13616.5     11604.7      6.34163e-08
13616.5     11696.1      2.27964e-07
13616.5     11787.6      9.3166e-08
13616.5     11879      -1.25462e-07
13616.5     11970.5      -5.56829e-07
13616.5     12061.9      -3.64463e-07
13616.5     12153.4      -4.97986e-07
13616.5     12244.8      -3.72314e-07
13616.5     12336.2      -8.48095e-07
13616.5     12427.7      -5.16449e-07
13616.5     12519.1      2.13775e-07
13616.5     12610.6      1.91072e-06
13616.5     12702      7.59241e-08
13616.5     12793.5      6.69149e-07
13616.5     12884.9      -1.35084e-07
13616.5     12976.4      -1.2893e-06
13616.5     13067.8      -8.55353e-06
13616.5     13159.3      -5.76496e-06
13616.5     13250.7      4.57336e-06
13616.5     13342.1      -2.07742e-05
13616.5     13433.6      -2.62262e-06
13616.5     13525      0.000242333
13616.5     13616.5      0.121107
13616.5     13707.9      2.34763e-05
13616.5     13799.4      -3.41724e-06
13616.5     13890.8      2.92249e-06
13616.5     13982.3      4.36306e-08
13616.5     14073.7      -1.01794e-07
13616.5     14165.2      -3.88711
13707.9     9684.33      2.62521e-08
13707.9     9775.78      -3.13921e-08
13707.9     9867.22      1.74302e-08
13707.9     9958.67      -1.51435e-08
13707.9     10050.1      2.22928e-09
13707.9     10141.6      1.16862e-08
13707.9     10233      -1.26109e-08
13707.9     10324.5      5.31074e-08
13707.9     10415.9      -1.36387e-08
13707.9     10507.3      -1.49114e-08
13707.9     10598.8      -7.45284e-08
13707.9     10690.2      6.35221e-08
13707.9     10781.7      2.30602e-08
13707.9     10873.1      7.1991e-08
13707.9     10964.6      -3.19082e-08
13707.9     11056      -6.87668e-08
13707.9     11147.5      7.90943e-08
13707.9     11238.9      -1.28418e-08
13707.9     11330.3      1.24936e-07
13707.9     11421.8      -1.17097e-07
13707.9     11513.2      4.00156e-08
13707.9     11604.7      -9.50329e-09
13707.9     11696.1      1.8443e-07
13707.9     11787.6      -9.89943e-08
13707.9     11879      1.87599e-08
13707.9     11970.5      -7.65766e-08
13707.9     12061.9      -1.57556e-07
13707.9     12153.4      2.69331e-07
13707.9     12244.8      -2.85336e-07
13707.9     12336.2      -3.28439e-07
13707.9     12427.7      -5.37512e-07
13707.9     12519.1      8.15649e-07
13707.9     12610.6      1.93199e-07
13707.9     12702      1.49531e-06
13707.9     12793.5      3.32115e-07
13707.9     12884.9      -1.31242e-08
13707.9     12976.4      -1.69445e-06
13707.9     13067.8      -2.18008e-06
13707.9     13159.3      2.90579e-06
13707.9     13250.7      -2.56986e-06
13707.9     13342.1      -2.05983e-08
13707.9     13433.6      1.45505e-05
13707.9     13525      4.28641e-06
13707.9     13616.5      2.34763e-05
13707.9     13707.9      0.138791
13707.9     13799.4      4.52141e-06
13707.9     13890.8      3.41492e-07
13707.9     13982.3      -1.23654e-06
13707.9     14073.7      -8.17573e-07
13707.9     14165.2      -3.59621
13799.4     9684.33      3.5362e-09
13799.4     9775.78      4.77534e-09
13799.4     9867.22      -1.08901e-08
13799.4     9958.67      -4.93279e-09
13799.4     10050.1      5.73236e-09
13799.4     10141.6      1.27427e-08
13799.4     10233      -2.2842e-09
13799.4     10324.5      4.18528e-09
13799.4     10415.9      2.90549e-09
13799.4     10507.3      3.38989e-08
13799.4     10598.8      1.71044e-08
13799.4     10690.2      -2.35879e-08
13799.4     10781.7      -3.59576e-08
13799.4     10873.1      -7.35742e-10
13799.4     10964.6      1.40634e-08
13799.4     11056      -6.99447e-09
13799.4     11147.5      -2.98168e-08
13799.4     11238.9      -7.0446e-08
13799.4     11330.3      6.32097e-08
13799.4     11421.8      3.74627e-08
13799.4     11513.2      -2.76309e-08
13799.4     11604.7      -3.86415e-08
13799.4     11696.1      9.95751e-08
13799.4     11787.6      1.10836e-08
13799.4     11879      5.54741e-08
13799.4     11970.5      -5.29063e-08
13799.4     12061.9      -2.95359e-08
13799.4     12153.4      5.29661e-08
13799.4     12244.8      -1.08099e-07
13799.4     12336.2      -3.70313e-07
13799.4     12427.7      -1.83738e-08
13799.4     12519.1      3.61877e-07
13799.4     12610.6      3.59614e-08
13799.4     12702      -7.70534e-08
13799.4     12793.5      6.65278e-07
13799.4     12884.9      2.54592e-07
13799.4     12976.4      -9.59734e-07
13799.4     13067.8      5.89107e-08
13799.4     13159.3      9.69606e-07
13799.4     13250.7      1.26235e-06
13799.4     13342.1      5.00878e-07
13799.4     13433.6      -6.36726e-07
13799.4     13525      9.77664e-06
13799.4     13616.5      -3.41724e-06
13799.4     13707.9      4.52141e-06
13799.4     13799.4      0.162526
13799.4     13890.8      -2.47364e-05
13799.4     13982.3      -1.37712e-06
13799.4     14073.7      -1.48538e-07
13799.4     14165.2      15.1868
13890.8     9684.33      -2.73715e-09
13890.8     9775.78      -3.18609e-09
13890.8     9867.22      8.47518e-09
13890.8     9958.67      -9.19088e-09
13890.8     10050.1      -1.4369e-09
13890.8     10141.6      2.57961e-09
